director	title	release_date	rating	reviews	time_mins	is_film
Norman Taurog	The Phantom President	23 September 1932	6.4	71	78	FALSE
Norman Taurog	Hold 'Em Jail	16 September 1932	6.5	92	66	FALSE
Norman Taurog	Sooky	27 December 1931	5.1	16	85	TRUE
Norman Taurog	Huckleberry Finn	7 August 1931	5.9	44	80	TRUE
Norman Taurog	Newly Rich	5 July 1931	6.8	26	77	FALSE
Norman Taurog	Cab Waiting	20 June 1931	5.8	26	17	FALSE
Norman Taurog	Skippy	25 April 1931	6.4	355	85	TRUE
Norman Taurog	Finn and Hattie	28 February 1931	6.9	27	78	FALSE
Norman Taurog	Simply Killing	31 January 1931	NA	NA	0	FALSE
Norman Taurog	It Might Be Worse	3 January 1931	4.6	26	18	FALSE
Norman Taurog	Meet the Boyfriend	NA	6.7	19	9	FALSE
Norman Taurog	Follow the Leader	6 December 1930	6.2	38	76	FALSE
Norman Taurog	The Fatal Card	8 November 1930	NA	NA	0	FALSE
Norman Taurog	Song Service	25 October 1930	NA	NA	9	FALSE
Norman Taurog	Hot Curves	15 June 1930	5.5	17	83	TRUE
Norman Taurog	Sunny Skies	18 May 1930	6.1	27	75	FALSE
Norman Taurog	Troopers Three	23 February 1930	5.6	7	80	TRUE
Norman Taurog	Plastered	1930	6.7	15	10	FALSE
Norman Taurog	Detectives Wanted	1 August 1929	NA	NA	0	FALSE
Norman Taurog	All Steamed Up	20 June 1929	NA	NA	30	FALSE
Norman Taurog	Hired and Fired	31 May 1929	NA	NA	0	FALSE
Norman Taurog	Knights Out	5 May 1929	NA	NA	0	FALSE
Norman Taurog	The Medicine Men	3 April 1929	NA	NA	25	FALSE
Norman Taurog	In Holland	6 February 1929	NA	NA	30	FALSE
Norman Taurog	The Diplomats	2 January 1929	NA	NA	26	FALSE
Norman Taurog	Listen Children	22 July 1928	NA	NA	0	FALSE
Norman Taurog	A Home Made Man	17 July 1928	NA	NA	0	FALSE
Norman Taurog	Blondes Beware	15 July 1928	NA	NA	0	FALSE
Norman Taurog	Rah! Rah! Rah!	3 June 1928	NA	NA	0	FALSE
Norman Taurog	At It Again	13 May 1928	NA	NA	0	FALSE
Norman Taurog	Slippery Head	29 April 1928	NA	NA	0	FALSE
Norman Taurog	Blazing Away	22 April 1928	NA	NA	0	FALSE
Norman Taurog	Between Jobs	18 March 1928	NA	NA	0	FALSE
Norman Taurog	Always a Gentleman	5 February 1928	NA	NA	20	FALSE
Norman Taurog	Cutie	15 January 1928	NA	NA	0	FALSE
Norman Taurog	Lucky Boy	1928	7.4	65	0	FALSE
Norman Taurog	Papa's Boy	18 December 1927	5.8	6	0	FALSE
Norman Taurog	The Little Rube	20 November 1927	NA	NA	0	FALSE
Norman Taurog	New Wrinkles	30 October 1927	NA	NA	0	FALSE
Norman Taurog	Kilties	9 October 1927	NA	NA	0	FALSE
Norman Taurog	At Ease	4 September 1927	NA	NA	0	FALSE
Norman Taurog	Up in Arms	28 August 1927	NA	NA	20	FALSE
Norman Taurog	Plumb Dumb	21 August 1927	NA	NA	0	FALSE
Norman Taurog	His Better Half	31 July 1927	NA	NA	0	FALSE
Norman Taurog	Goose Flesh	19 June 1927	NA	NA	25	FALSE
Norman Taurog	Her Husky Hero	5 June 1927	NA	NA	0	FALSE
Norman Taurog	Breezing Along	1 May 1927	6.8	29	0	FALSE
Norman Taurog	The Draw-Back	10 April 1927	NA	NA	0	FALSE
Norman Taurog	Somebody's Fault	13 March 1927	7.3	9	0	FALSE
Norman Taurog	Drama Deluxe	20 February 1927	6.8	5	0	FALSE
Norman Taurog	Howdy Duke	16 January 1927	5.3	7	0	FALSE
Norman Taurog	Movieland	28 November 1926	NA	NA	0	FALSE
Norman Taurog	Teacher, Teacher	17 October 1926	NA	NA	0	FALSE
Norman Taurog	The Humdinger	10 October 1926	NA	NA	19	FALSE
Norman Taurog	Jolly Tars	29 August 1926	NA	NA	19	FALSE
Norman Taurog	Move Along	25 July 1926	8	17	21	FALSE
Norman Taurog	Honest Injun	4 July 1926	NA	NA	0	FALSE
Norman Taurog	Here Comes Charlie	27 June 1926	NA	NA	20	FALSE
Norman Taurog	Nothing Matters	6 June 1926	NA	NA	0	FALSE
Norman Taurog	Creeps	30 May 1926	NA	NA	19	FALSE
Norman Taurog	Mr. Cinderella	2 May 1926	NA	NA	0	FALSE
Norman Taurog	Nobody's Business	4 April 1926	7.8	11	25	FALSE
Norman Taurog	Careful Please	7 February 1926	6.9	11	25	FALSE
Norman Taurog	Lickety Split	31 January 1926	NA	NA	0	FALSE
Norman Taurog	Cheap Skates	20 December 1925	NA	NA	0	FALSE
Norman Taurog	On Edge	29 November 1925	NA	NA	0	FALSE
Norman Taurog	Spot Light	25 October 1925	NA	NA	0	FALSE
Norman Taurog	Pleasure Bound	6 September 1925	NA	NA	0	FALSE
Norman Taurog	Below Zero	12 July 1925	NA	NA	0	FALSE
Norman Taurog	Going Great	21 June 1925	NA	NA	0	FALSE
Norman Taurog	Rough and Ready	7 June 1925	NA	NA	0	FALSE
Norman Taurog	The Cloudhopper	7 June 1925	6.6	31	0	FALSE
Norman Taurog	Andy in Hollywood	25 May 1925	NA	NA	0	FALSE
Norman Taurog	Hello Goodbye	24 May 1925	NA	NA	20	FALSE
Norman Taurog	Wide Awake	26 April 1925	7.2	5	0	FALSE
Norman Taurog	Hello, Hollywood	15 March 1925	NA	NA	0	FALSE
Norman Taurog	Step Lightly	1 February 1925	NA	NA	0	FALSE
Norman Taurog	Motor Mad	21 December 1924	NA	NA	0	FALSE
Norman Taurog	What a Night!	30 November 1924	NA	NA	0	FALSE
Norman Taurog	Andy's Stump Speech	3 November 1924	6.3	35	0	FALSE
Norman Taurog	Fast and Furious	12 October 1924	5.8	11	0	FALSE
Norman Taurog	Andy's Hat in the Ring	6 October 1924	NA	NA	0	FALSE
Norman Taurog	Wild Game	7 September 1924	NA	NA	0	FALSE
Norman Taurog	Pigskin	10 August 1924	NA	NA	0	FALSE
Norman Taurog	Pain as You Enter	20 July 1924	NA	NA	0	FALSE
Norman Taurog	Hot Air	22 June 1924	NA	NA	0	FALSE
Norman Taurog	There He Goes	27 April 1924	5.8	8	0	FALSE
Norman Taurog	Midnight Blues	13 April 1924	NA	NA	0	FALSE
Norman Taurog	Oh! Min!	14 January 1924	NA	NA	0	FALSE
Norman Taurog	Flying Finance	6 January 1924	NA	NA	0	FALSE
Norman Taurog	Aggravatin' Mama	17 December 1923	NA	NA	0	FALSE
Norman Taurog	Film Foolish	23 December 1923	NA	NA	10	FALSE
Norman Taurog	Under Covers	9 December 1923	NA	NA	0	FALSE
Norman Taurog	Hot Sparks	25 November 1923	NA	NA	0	FALSE
Norman Taurog	Oh! What a Day!	12 November 1923	NA	NA	0	FALSE
Norman Taurog	Running Wild	28 October 1923	NA	NA	0	FALSE
Norman Taurog	Watch Papa	15 October 1923	NA	NA	0	FALSE
Norman Taurog	Uncle Bim's Gifts	17 September 1923	NA	NA	0	FALSE
Norman Taurog	The Yankee Spirit	2 September 1923	NA	NA	0	FALSE
Norman Taurog	The Mummy	1 April 1923	NA	NA	0	FALSE
Norman Taurog	The Fourflusher	18 March 1923	NA	NA	0	FALSE
Norman Taurog	Aladdin	16 October 1922	NA	NA	0	FALSE
Norman Taurog	The Fresh Kid	11 October 1922	NA	NA	0	FALSE
Norman Taurog	A Pair of Kings	11 June 1922	5.3	12	17	FALSE
Norman Taurog	The Show	19 March 1922	6.2	76	20	FALSE
Norman Taurog	The Sawmill	1 January 1922	6	149	25	FALSE
Norman Taurog	The Bell Hop	18 September 1921	7.1	22	20	FALSE
Norman Taurog	The Fall Guy	16 July 1921	5.1	16	20	FALSE
Norman Taurog	The Rent Collector	23 May 1921	6	15	14	FALSE
Norman Taurog	The Bakery	20 June 1921	6.9	28	0	FALSE
Norman Taurog	The Hick	10 March 1921	4.8	5	0	FALSE
Norman Taurog	The Sportsman	January 1921	4.8	12	20	FALSE
Norman Taurog	The Suitor	1 November 1920	NA	NA	0	FALSE
Norman Taurog	The Stage Hand	20 September 1920	5.5	6	0	FALSE
Norman Taurog	School Days	3 May 1920	5.4	9	0	FALSE
Norman Taurog	The Fly Cop	29 March 1920	5	5	0	FALSE
Robert Altman	A Prairie Home Companion	9 June 2006	6.8	18398	105	TRUE
Robert Altman	Tanner on Tanner	NA	6.4	249	120	TRUE
Robert Altman	The Company	20 May 2004Germany	6.2	4977	112	TRUE
Robert Altman	Gosford Park	18 January 2002	7.3	59317	137	TRUE
Robert Altman	Dr. T and the Women	13 October 2000	4.6	14584	122	TRUE
Robert Altman	Cookie's Fortune	2 April 1999	6.9	10473	118	TRUE
Robert Altman	The Gingerbread Man	23 January 1998	5.7	8640	114	TRUE
Robert Altman	Gun	NA	6	232	60	FALSE
Robert Altman	Great Performances	NA	8	347	132	TRUE
Robert Altman	Kansas City	16 August 1996	6.2	3219	116	TRUE
Robert Altman	Ready to Wear	25 December 1994	5	11574	133	TRUE
Robert Altman	Short Cuts	1 October 1993Italy	7.7	31649	187	TRUE
Robert Altman	The Player	8 May 1992	7.7	36797	124	TRUE
Robert Altman	Vincent & Theo	27 April 1990Netherlands	7.2	2365	138	TRUE
Robert Altman	Tanner '88	NA	8	571	353	TRUE
Robert Altman	The Caine Mutiny Court-Martial	8 May 1988	7.1	365	100	TRUE
Robert Altman	Aria	July 1988	5.8	1986	90	TRUE
Robert Altman	Basements	12 May 1987	5.4	169	108	TRUE
Robert Altman	Beyond Therapy	April 1987	4.6	798	93	TRUE
Robert Altman	Fool for Love	14 May 1986France	5.9	1417	106	TRUE
Robert Altman	The Laundromat	1 April 1985	7.5	53	59	FALSE
Robert Altman	O.C. and Stiggs	1985	5.2	910	109	TRUE
Robert Altman	Secret Honor	29 January 1986France	7.5	1574	90	TRUE
Robert Altman	Streamers	4 April 1984France	6.7	1262	118	TRUE
Robert Altman	Precious Blood	NA	7.3	10	0	FALSE
Robert Altman	Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean	4 May 1983Netherlands	7.6	2584	109	TRUE
Robert Altman	Rattlesnake in a Cooler	1982	8.6	31	0	FALSE
Robert Altman	Popeye	12 December 1980	5.1	20944	114	TRUE
Robert Altman	HealtH	12 September 1980	5.5	461	105	TRUE
Robert Altman	A Perfect Couple	18 January 1980West Germany	6.1	476	110	TRUE
Robert Altman	Quintet	24 August 1979West Germany	5.2	1877	118	TRUE
Robert Altman	A Wedding	29 August 1978	7.1	2208	125	TRUE
Robert Altman	3 Women	25 May 1977France	7.9	7363	124	TRUE
Robert Altman	Saturday Night Live	NA	8.2	27805	90	TRUE
Robert Altman	Buffalo Bill and the Indians, or Sitting Bull's History Lesson	24 June 1976	6.1	2642	123	TRUE
Robert Altman	Nashville	21 September 1975UK	7.8	14920	159	TRUE
Robert Altman	California Split	7 August 1974	7.2	2902	108	TRUE
Robert Altman	Thieves Like Us	11 February 1974	7.1	2622	123	TRUE
Robert Altman	The Long Goodbye	7 March 1973	7.7	14941	112	TRUE
Robert Altman	Images	18 December 1972	7.2	2426	101	TRUE
Robert Altman	McCabe & Mrs. Miller	24 June 1971	7.7	13715	120	TRUE
Robert Altman	Brewster McCloud	18 August 1971France	7	2628	105	TRUE
Robert Altman	MASH	March 1970	7.7	49135	116	TRUE
Robert Altman	That Cold Day in the Park	8 June 1969	7	673	113	TRUE
Robert Altman	Premiere	NA	7.6	12	60	FALSE
Robert Altman	Countdown	February 1968	6.1	1108	101	TRUE
Robert Altman	Pot au feu	NA	6.3	13	0	FALSE
Robert Altman	The Katherine Reed Story	NA	6.5	15	0	FALSE
Robert Altman	The Long, Hot Summer	NA	8.2	39	48	FALSE
Robert Altman	Kraft Suspense Theatre	NA	8	143	60	FALSE
Robert Altman	Nightmare in Chicago	2 April 1964	7.4	56	81	TRUE
Robert Altman	Combat!	NA	8.5	1295	60	FALSE
Robert Altman	The Gallant Men	NA	8.3	66	60	FALSE
Robert Altman	Kraft Mystery Theater	NA	8.3	30	60	FALSE
Robert Altman	Cain's Hundred	NA	8.3	45	60	FALSE
Robert Altman	Bus Stop	NA	7.9	47	60	FALSE
Robert Altman	Route 66	NA	7.9	683	60	FALSE
Robert Altman	Bonanza	NA	7.4	4217	49	FALSE
Robert Altman	The Roaring 20's	NA	8.3	108	60	FALSE
Robert Altman	Peter Gunn	NA	8.1	469	30	FALSE
Robert Altman	Surfside 6	NA	8.4	147	60	FALSE
Robert Altman	Lawman	NA	8.3	299	30	FALSE
Robert Altman	Maverick	NA	8.3	1138	60	FALSE
Robert Altman	Bronco	NA	7.3	166	60	FALSE
Robert Altman	Troubleshooters	NA	7.8	28	30	FALSE
Robert Altman	The Gale Storm Show: Oh! Susanna	NA	8.2	97	30	FALSE
Robert Altman	Sugarfoot	NA	7.7	210	60	FALSE
Robert Altman	U.S. Marshal	NA	7.7	44	30	FALSE
Robert Altman	The Millionaire	NA	8	246	30	FALSE
Robert Altman	Hawaiian Eye	NA	8	245	60	FALSE
Robert Altman	Whirlybirds	NA	8.1	147	30	FALSE
Robert Altman	M Squad	NA	8.5	207	30	FALSE
Robert Altman	Alfred Hitchcock Presents	NA	8.7	5572	25	FALSE
Robert Altman	The James Dean Story	30 December 1957Sweden	6.3	383	81	TRUE
Robert Altman	The Delinquents	1 March 1957	5.6	356	72	FALSE
Robert Altman	The Sheriff of Cochise	NA	8.1	38	30	FALSE
Robert Altman	The Magic Bond	22 January 1956	4.4	10	26	FALSE
Robert Altman	The Perfect Crime	NA	4.8	34	20	FALSE
Robert Altman	Better Football	NA	NA	NA	0	FALSE
Robert Altman	The Builders	NA	NA	NA	0	FALSE
Robert Altman	The Dirty Look	1954	NA	NA	22	FALSE
Robert Altman	The Last Mile	NA	7.2	9	0	FALSE
Robert Altman	How to Run a Filling Station	1953	NA	NA	22	FALSE
Robert Altman	The Pulse of the City	NA	NA	NA	15	FALSE
Robert Altman	King Basketball	NA	6	7	0	FALSE
Robert Altman	The Sound of Bells	1952	NA	NA	22	FALSE
Robert Altman	Modern Football	NA	6.1	37	0	FALSE
Clarence Brown	Plymouth Adventure	28 November 1952	6.4	746	105	TRUE
Clarence Brown	When in Rome	10 July 1952Portugal	6.7	122	78	FALSE
Clarence Brown	It's a Big Country: An American Anthology	20 November 1951	5.9	329	89	TRUE
Clarence Brown	Angels in the Outfield	19 October 1951	7.1	1406	99	TRUE
Clarence Brown	To Please a Lady	13 October 1950	6.3	559	91	TRUE
Clarence Brown	The Schumann Story	1950	7.3	11	30	FALSE
Clarence Brown	Intruder in the Dust	22 November 1950France	7.7	1148	87	TRUE
Clarence Brown	Song of Love	9 October 1947	6.8	614	119	TRUE
Clarence Brown	The Yearling	May 1947	7.4	3841	128	TRUE
Clarence Brown	National Velvet	26 January 1945	7.4	4406	123	TRUE
Clarence Brown	The White Cliffs of Dover	June 1944	7.1	927	126	TRUE
Clarence Brown	The Human Comedy	14 February 1944Sweden	7.2	1203	117	TRUE
Clarence Brown	They Met in Bombay	27 June 1941	6.5	551	92	TRUE
Clarence Brown	Come Live with Me	31 January 1941	7.1	1065	86	TRUE
Clarence Brown	Edison, the Man	10 May 1940	7.1	999	107	TRUE
Clarence Brown	The Rains Came	15 September 1939	7	1049	103	TRUE
Clarence Brown	Idiot's Delight	27 January 1939	6.6	789	107	TRUE
Clarence Brown	Of Human Hearts	11 February 1938	6.9	589	103	TRUE
Clarence Brown	Conquest	22 October 1937	6.8	890	113	TRUE
Clarence Brown	The Gorgeous Hussy	28 August 1936	5.5	672	103	TRUE
Clarence Brown	Wife vs. Secretary	28 February 1936	7.1	1971	88	TRUE
Clarence Brown	Ah, Wilderness!	8 May 1936France	7	458	98	TRUE
Clarence Brown	Anna Karenina	25 December 1935Italy	7.1	3315	95	TRUE
Clarence Brown	Chained	31 August 1934	5.8	514	76	FALSE
Clarence Brown	Sadie McKee	9 May 1934	6.6	725	93	TRUE
Clarence Brown	Night Flight	6 October 1933	6.4	328	84	TRUE
Clarence Brown	Looking Forward	28 April 1933	7	176	82	TRUE
Clarence Brown	The Son-Daughter	23 December 1932	6	83	79	FALSE
Clarence Brown	Letty Lynton	14 May 1932	5.4	222	84	TRUE
Clarence Brown	Emma	2 January 1932	7.1	524	72	FALSE
Clarence Brown	Possessed	21 November 1931	6.8	989	76	FALSE
Clarence Brown	A Free Soul	20 June 1931	6.7	1345	93	TRUE
Clarence Brown	Inspiration	31 January 1931	6.5	320	74	FALSE
Clarence Brown	Romance	26 August 1930	6.1	355	76	FALSE
Clarence Brown	Anna Christie	21 February 1930	7	1760	89	TRUE
Clarence Brown	Navy Blues	20 December 1929	7.9	479	77	FALSE
Clarence Brown	Wonder of Women	13 July 1929	7	9	95	TRUE
Clarence Brown	A Woman of Affairs	15 December 1928	8	832	98	TRUE
Clarence Brown	The Cossacks	23 June 1928	8.3	480	92	TRUE
Clarence Brown	The Trail of '98	20 March 1928	7	210	87	TRUE
Clarence Brown	Flesh and the Devil	25 December 1926	8.1	2924	112	TRUE
Clarence Brown	Kiki	4 April 1926	7.5	349	108	TRUE
Clarence Brown	The Eagle	8 November 1925	7.7	1027	73	FALSE
Clarence Brown	The Goose Woman	27 December 1925	7.1	93	80	TRUE
Clarence Brown	Smouldering Fires	18 January 1925	7.2	51	80	TRUE
Clarence Brown	Butterfly	12 October 1924	6.9	15	80	TRUE
Clarence Brown	The Signal Tower	20 July 1924	6.6	18	70	FALSE
Clarence Brown	The Acquittal	19 November 1923	NA	NA	70	FALSE
Clarence Brown	Don't Marry for Money	19 August 1923	NA	NA	60	FALSE
Clarence Brown	The Light in the Dark	3 September 1922	6.9	92	33	FALSE
Clarence Brown	The Foolish Matrons	19 June 1921	NA	NA	0	FALSE
Clarence Brown	The Last of the Mohicans	21 November 1920	6.9	718	73	FALSE
Clarence Brown	The Great Redeemer	24 October 1920	NA	NA	50	FALSE
Alfred Hitchcock	Memory of the Camps	9 February 2014Germany	8.1	36	70	FALSE
Alfred Hitchcock	Ombres vives ...une autre histoire du cinema...	2013France	NA	NA	0	FALSE
Alfred Hitchcock	Frontline	NA	8.7	609	60	FALSE
Alfred Hitchcock	Family Plot	9 April 1976	6.8	13189	120	TRUE
Alfred Hitchcock	Frenzy	21 June 1972	7.5	26250	116	TRUE
Alfred Hitchcock	Topaz	19 December 1969	6.3	11096	143	TRUE
Alfred Hitchcock	Torn Curtain	July 1966UK	6.7	16138	128	TRUE
Alfred Hitchcock	Marnie	22 July 1964	7.2	29321	130	TRUE
Alfred Hitchcock	The Birds	30 May 1963Argentina	7.8	108026	119	TRUE
Alfred Hitchcock	The Alfred Hitchcock Hour	NA	8.7	1719	50	FALSE
Alfred Hitchcock	Alfred Hitchcock Presents	NA	8.7	5572	25	FALSE
Alfred Hitchcock	Psycho	8 September 1960	8.6	333684	109	TRUE
Alfred Hitchcock	Startime	NA	5.8	98	60	FALSE
Alfred Hitchcock	North by Northwest	26 September 1959Japan	8.4	182439	136	TRUE
Alfred Hitchcock	Vertigo	21 July 1958Brazil	8.4	196638	128	TRUE
Alfred Hitchcock	Suspicion	NA	8.5	219	60	FALSE
Alfred Hitchcock	The Wrong Man	26 January 1957	7.5	15633	105	TRUE
Alfred Hitchcock	The Man Who Knew Too Much	1 June 1956	7.5	35216	120	TRUE
Alfred Hitchcock	The Trouble with Harry	3 October 1955	7.2	21115	99	TRUE
Alfred Hitchcock	To Catch a Thief	September 1955	7.5	38840	106	TRUE
Alfred Hitchcock	Rear Window	29 January 1955Japan	8.6	254317	112	TRUE
Alfred Hitchcock	Dial M for Murder	29 May 1954	8.2	82220	105	TRUE
Alfred Hitchcock	I Confess	22 March 1953	7.3	12224	95	TRUE
Alfred Hitchcock	Strangers on a Train	30 June 1951	8.1	76644	101	TRUE
Alfred Hitchcock	Stage Fright	15 April 1950	7.1	7990	110	TRUE
Alfred Hitchcock	Under Capricorn	8 October 1949	6.2	3947	117	TRUE
Alfred Hitchcock	Rope	28 August 1948	8.1	80919	80	TRUE
Alfred Hitchcock	The Paradine Case	26 August 1949Sweden	6.6	6586	125	TRUE
Alfred Hitchcock	Notorious	6 September 1946	8.1	61242	101	TRUE
Alfred Hitchcock	Spellbound	28 December 1945	7.7	28302	111	TRUE
Alfred Hitchcock	Watchtower Over Tomorrow	29 March 1945	7.5	118	15	FALSE
Alfred Hitchcock	Aventure malgache	June 1994Portugal	5.6	983	32	FALSE
Alfred Hitchcock	Bon Voyage	June 1994Portugal	6.4	1038	26	FALSE
Alfred Hitchcock	The Fighting Generation	October 1944	7.5	41	0	FALSE
Alfred Hitchcock	Lifeboat	28 January 1944	7.8	17454	97	TRUE
Alfred Hitchcock	Shadow of a Doubt	15 January 1943	8	39532	108	TRUE
Alfred Hitchcock	Saboteur	24 April 1942	7.3	14837	109	TRUE
Alfred Hitchcock	Suspicion	14 November 1941	7.5	19901	99	TRUE
Alfred Hitchcock	Mr. & Mrs. Smith	31 January 1941	6.5	6317	95	TRUE
Alfred Hitchcock	Foreign Correspondent	16 August 1940	7.6	11728	120	TRUE
Alfred Hitchcock	Rebecca	12 April 1940	8.2	71847	130	TRUE
Alfred Hitchcock	Jamaica Inn	13 October 1939	6.3	5433	98	TRUE
Alfred Hitchcock	The Lady Vanishes	1 November 1938	8	31142	96	TRUE
Alfred Hitchcock	The Girl Was Young	17 February 1938	7	5643	83	TRUE
Alfred Hitchcock	Sabotage	11 January 1937	7.2	9491	76	FALSE
Alfred Hitchcock	Secret Agent	15 June 1936	6.7	5372	86	TRUE
Alfred Hitchcock	The 39 Steps	1 August 1935	7.9	35238	86	TRUE
Alfred Hitchcock	The Man Who Knew Too Much	15 April 1935	6.9	10933	75	FALSE
Alfred Hitchcock	Strauss' Great Waltz	7 April 1935	6.2	630	80	TRUE
Alfred Hitchcock	Number 17	18 July 1932UK	5.9	3111	63	FALSE
Alfred Hitchcock	East of Shanghai	10 December 1931UK	6	2734	83	TRUE
Alfred Hitchcock	Mary	2 March 1931Germany	6.1	319	78	FALSE
Alfred Hitchcock	The Skin Game	20 June 1931	5.9	1823	85	TRUE
Alfred Hitchcock	Murder!	24 November 1930	6.4	3728	92	TRUE
Alfred Hitchcock	An Elastic Affair	February 1930UK	6.9	75	10	FALSE
Alfred Hitchcock	Elstree Calling	February 1930UK	5.9	189	86	TRUE
Alfred Hitchcock	Sound Test for Blackmail	NA	7.4	337	1	FALSE
Alfred Hitchcock	The Shame of Mary Boyle	December 1929UK	4.8	1370	85	TRUE
Alfred Hitchcock	Blackmail	6 October 1929	7.1	6328	85	TRUE
Alfred Hitchcock	The Manxman	16 December 1929	6.3	1573	110	TRUE
Alfred Hitchcock	Champagne	20 August 1928UK	5.8	1172	86	TRUE
Alfred Hitchcock	Easy Virtue	June 1928	5.8	1616	80	TRUE
Alfred Hitchcock	The Farmer's Wife	4 January 1930	6.1	1521	129	TRUE
Alfred Hitchcock	When Boys Leave Home	1928	6.2	1016	74	FALSE
Alfred Hitchcock	The Ring	1 October 1927UK	6.3	1981	72	FALSE
Alfred Hitchcock	The Lodger	14 February 1927UK	7.4	5710	68	FALSE
Alfred Hitchcock	The Mountain Eagle	1 November 1926	7.2	140	57	FALSE
Alfred Hitchcock	The Pleasure Garden	1926	6.1	1152	75	FALSE
Alfred Hitchcock	Always Tell Your Wife	February 1923UK	7.4	63	20	FALSE
Alfred Hitchcock	Number 13	NA	7.4	263	0	FALSE
King Vidor	The Metaphor	1980	7.3	58	36	FALSE
King Vidor	Truth and Illusion: An Introduction to Metaphysics	1964	NA	NA	25	FALSE
King Vidor	Solomon and Sheba	25 December 1959	6.2	1678	139	TRUE
King Vidor	Ford Star Jubilee	NA	7.2	37	90	TRUE
King Vidor	War and Peace	21 August 1956	6.8	5879	208	TRUE
King Vidor	MGM Parade	NA	6.1	55	30	FALSE
King Vidor	Man Without a Star	10 April 1955Japan	7	1513	89	TRUE
King Vidor	Light's Diamond Jubilee	24 October 1954	7.2	23	120	TRUE
King Vidor	Ruby Gentry	20 August 1953Sweden	6.8	886	82	TRUE
King Vidor	Japanese War Bride	29 May 1952Japan	6.7	70	91	TRUE
King Vidor	Lightning Strikes Twice	25 June 1951Sweden	6.6	382	91	TRUE
King Vidor	Beyond the Forest	21 October 1949	7.2	1332	97	TRUE
King Vidor	The Fountainhead	2 July 1949	7.1	6414	114	TRUE
King Vidor	On Our Merry Way	June 1948	6	410	107	TRUE
King Vidor	Duel in the Sun	12 September 1947Mexico	6.9	5690	129	TRUE
King Vidor	An American Romance	16 April 1945Sweden	6.8	254	151	TRUE
King Vidor	H.M. Pulham, Esq.	18 December 1941	7.1	672	120	TRUE
King Vidor	Comrade X	13 December 1940	6.4	800	104	TRUE
King Vidor	Northwest Passage	23 February 1940	7.1	2245	126	TRUE
King Vidor	The Wizard of Oz	25 August 1939	8.1	232645	102	TRUE
King Vidor	The Citadel	29 October 1938	7.3	1291	110	TRUE
King Vidor	Stella Dallas	6 August 1937	7.5	2764	106	TRUE
King Vidor	The Texas Rangers	28 August 1936	6.7	367	98	TRUE
King Vidor	So Red the Rose	20 December 1935	6.9	89	82	TRUE
King Vidor	The Wedding Night	8 March 1935	6.8	472	83	TRUE
King Vidor	Our Daily Bread	2 October 1934	7.2	798	80	TRUE
King Vidor	The Stranger's Return	28 July 1933	7.1	196	89	TRUE
King Vidor	Cynara	24 December 1932	7.2	327	75	FALSE
King Vidor	Bird of Paradise	12 August 1932	6.1	637	80	TRUE
King Vidor	The Champ	21 November 1931	7.3	1798	86	TRUE
King Vidor	Street Scene	5 September 1931	7.7	905	80	TRUE
King Vidor	Billy the Kid	18 October 1930	6.2	228	98	TRUE
King Vidor	Not So Dumb	2 February 1930	7.9	725	76	FALSE
King Vidor	Hallelujah	20 August 1929	7	987	109	TRUE
King Vidor	Show People	20 November 1928	8.3	2568	83	TRUE
King Vidor	The Patsy	22 April 1928	8.2	1773	78	FALSE
King Vidor	The Crowd	3 March 1928	7.9	4991	98	TRUE
King Vidor	Bardelys the Magnificent	30 September 1926	8.2	749	90	TRUE
King Vidor	La bohème	13 March 1926	8	1041	95	TRUE
King Vidor	The Big Parade	1926Austria	8.3	4371	151	TRUE
King Vidor	Proud Flesh	27 April 1925	7.3	66	70	FALSE
King Vidor	The Wife of the Centaur	1 December 1924	5.4	10	81	TRUE
King Vidor	His Hour	29 September 1924	6.3	12	70	FALSE
King Vidor	Wine of Youth	15 September 1924	8	239	72	FALSE
King Vidor	Happiness	10 March 1924	7	16	76	FALSE
King Vidor	Wild Oranges	20 January 1924	7.1	319	88	TRUE
King Vidor	Three Wise Fools	19 August 1923	6	13	70	FALSE
King Vidor	The Woman of Bronze	26 February 1923	NA	NA	0	FALSE
King Vidor	Peg o' My Heart	18 December 1922	7	65	80	TRUE
King Vidor	Conquering the Woman	10 December 1922	5.8	5	0	FALSE
King Vidor	Dusk to Dawn	2 September 1922	6.6	9	60	FALSE
King Vidor	Real Adventure	28 May 1922	NA	NA	50	FALSE
King Vidor	Love Never Dies	14 November 1921	7	70	60	FALSE
King Vidor	The Sky Pilot	17 April 1921	7.3	55	77	FALSE
King Vidor	The Jack-Knife Man	1 August 1920	7.1	65	60	FALSE
King Vidor	The Family Honor	15 March 1920	6.6	7	50	FALSE
King Vidor	Poor Relations	1 November 1919	NA	NA	50	FALSE
King Vidor	The Other Half	18 August 1919	6.4	5	50	FALSE
King Vidor	Better Times	13 July 1919	NA	NA	0	FALSE
King Vidor	The Turn in the Road	29 March 1919	NA	NA	50	FALSE
King Vidor	Kid Politics	June 1918	NA	NA	0	FALSE
King Vidor	The Case of Bennie	June 1918	NA	NA	0	FALSE
King Vidor	The Three Fives	June 1918	NA	NA	0	FALSE
King Vidor	Dog vs. Dog	May 1918	NA	NA	0	FALSE
King Vidor	Love of Bob	May 1918	NA	NA	0	FALSE
